variable,value,lms_period
JN69,174.0,2018-02-01
JN6A,3818.0,2018-02-01
JN6B,3991.0,2018-02-01
JN6E,2089.0,2018-02-01
JN6H,1903.0,2018-02-01
LF2Q,4.4,2018-02-01
LF2S,21.3,2018-02-01
MGUQ,3848.0,2018-02-01
MGVF,523.0,2018-02-01
MGVU,2653.0,2018-02-01
MGWY,12.0,2018-02-01
YBVH,127.0,2018-02-01
YBVN,412.0,2018-02-01
YBXG,17.0,2018-02-01
YBXJ,5.0,2018-02-01
YBXM,4.2,2018-02-01
YBXV,62.0,2018-02-01
YBXY,67.0,2018-02-01
YBYB,16.7,2018-02-01
AGNH,80.0,2018-03-01
AGNI,2903.0,2018-03-01
AGNJ,2983.0,2018-03-01
AGNM,1579.0,2018-03-01
AGNP,1403.0,2018-03-01
AGNT,869.0,2018-03-01
AGOJ,29.0,2018-03-01
AGOK,320.0,2018-03-01
AGOL,348.0,2018-03-01
AGOO,207.0,2018-03-01
AGOR,141.0,2018-03-01
AGOU,167.0,2018-03-01
AGPK,67.0,2018-03-01
AGPL,554.0,2018-03-01
AGPM,620.0,2018-03-01
AGPP,277.0,2018-03-01
AGPS,343.0,2018-03-01
AGPV,2029.0,2018-03-01
AIVZ,54.9,2018-03-01
AIWG,45.6,2018-03-01
AIWH,76.9,2018-03-01
AIWI,75.5,2018-03-01
AIWL,76.5,2018-03-01
AIWX,74.3,2018-03-01
AIXB,28.4,2018-03-01
AIXR,26.5,2018-03-01
AIXS,9.9,2018-03-01
AIXT,10.5,2018-03-01
AIXW,11.6,2018-03-01
AIXZ,9.1,2018-03-01
AIYC,16.1,2018-03-01
AIYL,37.8,2018-03-01
AIYS,38.0,2018-03-01
AIYT,14.7,2018-03-01
AIYU,15.7,2018-03-01
AIYX,13.4,2018-03-01
AIZA,18.2,2018-03-01
AIZD,66.2,2018-03-01
JN5R,7016.0,2018-03-01
JN62,3065.0,2018-03-01
JN69,175.0,2018-03-01
JN6A,3776.0,2018-03-01
JN6B,3951.0,2018-03-01
JN6E,2064.0,2018-03-01
JN6H,1888.0,2018-03-01
LF2Q,4.4,2018-03-01
LF2S,21.2,2018-03-01
MGUQ,3852.0,2018-03-01
MGVF,515.0,2018-03-01
MGVU,2649.0,2018-03-01
MGWY,11.8,2018-03-01
YBVH,118.0,2018-03-01
YBVN,413.0,2018-03-01
YBXG,14.0,2018-03-01
YBXJ,5.0,2018-03-01
YBXM,4.7,2018-03-01
YBXV,60.0,2018-03-01
YBXY,74.0,2018-03-01
YBYB,18.5,2018-03-01
AGNH,80.0,2018-04-01
AGNI,2853.0,2018-04-01
AGNJ,2933.0,2018-04-01
AGNM,1556.0,2018-04-01
AGNP,1376.0,2018-04-01
AGNT,897.0,2018-04-01
AGOJ,27.0,2018-04-01
AGOK,329.0,2018-04-01
AGOL,356.0,2018-04-01
AGOO,210.0,2018-04-01
AGOR,146.0,2018-04-01
AGOU,164.0,2018-04-01
AGPK,74.0,2018-04-01
AGPL,570.0,2018-04-01
AGPM,644.0,2018-04-01
AGPP,285.0,2018-04-01
AGPS,359.0,2018-04-01
AGPV,2014.0,2018-04-01
AIVZ,54.7,2018-04-01
AIWG,44.2,2018-04-01
AIWH,76.0,2018-04-01
AIWI,74.6,2018-04-01
AIWL,75.9,2018-04-01
AIWX,73.2,2018-04-01
AIXB,29.2,2018-04-01
AIXR,25.2,2018-04-01
AIXS,10.3,2018-04-01
AIXT,10.8,2018-04-01
AIXW,11.9,2018-04-01
AIXZ,9.6,2018-04-01
AIYC,15.5,2018-04-01
AIYL,37.9,2018-04-01
AIYS,40.9,2018-04-01
AIYT,15.2,2018-04-01
AIYU,16.4,2018-04-01
AIYX,13.9,2018-04-01
AIZA,19.1,2018-04-01
AIZD,65.5,2018-04-01
JN5R,7009.0,2018-04-01
JN62,3076.0,2018-04-01
JN69,181.0,2018-04-01
JN6A,3752.0,2018-04-01
JN6B,3932.0,2018-04-01
JN6E,2052.0,2018-04-01
JN6H,1881.0,2018-04-01
LF2Q,4.3,2018-04-01
LF2S,21.2,2018-04-01
MGUQ,3830.0,2018-04-01
MGVF,520.0,2018-04-01
MGVU,2658.0,2018-04-01
MGWY,12.0,2018-04-01
YBVH,113.0,2018-04-01
YBVN,424.0,2018-04-01
YBXG,14.0,2018-04-01
YBXJ,8.0,2018-04-01
YBXM,7.3,2018-04-01
YBXV,66.0,2018-04-01
YBXY,73.0,2018-04-01
YBYB,17.7,2018-04-01
AGNH,83.0,2018-05-01
AGNI,2861.0,2018-05-01
AGNJ,2944.0,2018-05-01
AGNM,1571.0,2018-05-01
AGNP,1373.0,2018-05-01
AGNT,891.0,2018-05-01
AGOJ,23.0,2018-05-01
AGOK,304.0,2018-05-01
AGOL,327.0,2018-05-01
AGOO,199.0,2018-05-01
AGOR,127.0,2018-05-01
AGOU,163.0,2018-05-01
AGPK,79.0,2018-05-01
AGPL,569.0,2018-05-01
AGPM,648.0,2018-05-01
AGPP,282.0,2018-05-01
AGPS,366.0,2018-05-01
AGPV,2028.0,2018-05-01
AIVZ,54.8,2018-05-01
AIWG,45.0,2018-05-01
AIWH,76.6,2018-05-01
AIWI,75.1,2018-05-01
AIWL,76.6,2018-05-01
AIWX,73.6,2018-05-01
AIXB,28.9,2018-05-01
AIXR,21.5,2018-05-01
AIXS,9.6,2018-05-01
AIXT,10.0,2018-05-01
AIXW,11.3,2018-05-01
AIXZ,8.5,2018-05-01
AIYC,15.5,2018-05-01
AIYL,38.2,2018-05-01
AIYS,42.7,2018-05-01
AIYT,15.2,2018-05-01
AIYU,16.5,2018-05-01
AIYX,13.7,2018-05-01
AIZA,19.6,2018-05-01
AIZD,65.8,2018-05-01
JN5R,7001.0,2018-05-01
JN62,3083.0,2018-05-01
JN69,185.0,2018-05-01
JN6A,3734.0,2018-05-01
JN6B,3918.0,2018-05-01
JN6E,2052.0,2018-05-01
JN6H,1866.0,2018-05-01
LF2Q,4.2,2018-05-01
LF2S,21.4,2018-05-01
MGUQ,3835.0,2018-05-01
MGVF,490.0,2018-05-01
MGVU,2676.0,2018-05-01
MGWY,11.3,2018-05-01
YBVH,107.0,2018-05-01
YBVN,399.0,2018-05-01
YBXG,15.0,2018-05-01
YBXJ,7.0,2018-05-01
YBXM,7.1,2018-05-01
YBXV,57.0,2018-05-01
YBXY,72.0,2018-05-01
YBYB,18.6,2018-05-01
AGNH,85.0,2018-06-01
AGNI,2859.0,2018-06-01
AGNJ,2944.0,2018-06-01
AGNM,1584.0,2018-06-01
AGNP,1360.0,2018-06-01
AGNT,891.0,2018-06-01
AGOJ,22.0,2018-06-01
AGOK,298.0,2018-06-01
AGOL,319.0,2018-06-01
AGOO,188.0,2018-06-01
AGOR,131.0,2018-06-01
AGOU,169.0,2018-06-01
AGPK,79.0,2018-06-01
AGPL,578.0,2018-06-01
AGPM,657.0,2018-06-01
AGPP,284.0,2018-06-01
AGPS,373.0,2018-06-01
AGPV,2012.0,2018-06-01
AIVZ,54.8,2018-06-01
AIWG,45.9,2018-06-01
AIWH,76.5,2018-06-01
AIWI,75.1,2018-06-01
AIWL,77.1,2018-06-01
AIWX,72.9,2018-06-01
AIXB,29.0,2018-06-01
AIXR,20.2,2018-06-01
AIXS,9.4,2018-06-01
AIXT,9.8,2018-06-01
AIXW,10.6,2018-06-01
AIXZ,8.8,2018-06-01
AIYC,16.0,2018-06-01
AIYL,38.2,2018-06-01
AIYS,42.4,2018-06-01
AIYT,15.5,2018-06-01
AIYU,16.8,2018-06-01
AIYX,13.8,2018-06-01
AIZA,20.0,2018-06-01
AIZD,65.5,2018-06-01
JN5R,6993.0,2018-06-01
JN62,3072.0,2018-06-01
JN69,185.0,2018-06-01
JN6A,3736.0,2018-06-01
JN6B,3921.0,2018-06-01
JN6E,2056.0,2018-06-01
JN6H,1865.0,2018-06-01
LF2Q,4.2,2018-06-01
LF2S,21.5,2018-06-01
MGUQ,3835.0,2018-06-01
MGVF,489.0,2018-06-01
MGVU,2669.0,2018-06-01
MGWY,11.3,2018-06-01
YBVH,105.0,2018-06-01
YBVN,401.0,2018-06-01
YBXG,15.0,2018-06-01
YBXJ,7.0,2018-06-01
YBXM,7.5,2018-06-01
YBXV,62.0,2018-06-01
YBXY,71.0,2018-06-01
YBYB,18.2,2018-06-01
AGNH,80.0,2018-07-01
AGNI,2875.0,2018-07-01
AGNJ,2955.0,2018-07-01
AGNM,1600.0,2018-07-01
AGNP,1355.0,2018-07-01
AGNT,872.0,2018-07-01
AGOJ,16.0,2018-07-01
AGOK,289.0,2018-07-01
AGOL,305.0,2018-07-01
AGOO,184.0,2018-07-01
AGOR,121.0,2018-07-01
AGOU,162.0,2018-07-01
AGPK,78.0,2018-07-01
AGPL,569.0,2018-07-01
AGPM,647.0,2018-07-01
AGPP,263.0,2018-07-01
AGPS,384.0,2018-07-01
AGPV,2045.0,2018-07-01
AIVZ,54.8,2018-07-01
AIWG,46.0,2018-07-01
AIWH,77.0,2018-07-01
AIWI,75.6,2018-07-01
AIWL,78.2,2018-07-01
AIWX,72.9,2018-07-01
AIXB,28.3,2018-07-01
AIXR,16.5,2018-07-01
AIXS,9.1,2018-07-01
AIXT,9.3,2018-07-01
AIXW,10.3,2018-07-01
AIXZ,8.2,2018-07-01
AIYC,15.7,2018-07-01
AIYL,38.5,2018-07-01
AIYS,44.9,2018-07-01
AIYT,15.2,2018-07-01
AIYU,16.6,2018-07-01
AIYX,12.8,2018-07-01
AIZA,20.6,2018-07-01
AIZD,66.4,2018-07-01
JN5R,6986.0,2018-07-01
JN62,3079.0,2018-07-01
JN69,174.0,2018-07-01
JN6A,3732.0,2018-07-01
JN6B,3906.0,2018-07-01
JN6E,2047.0,2018-07-01
JN6H,1859.0,2018-07-01
LF2Q,4.2,2018-07-01
LF2S,21.4,2018-07-01
MGUQ,3827.0,2018-07-01
MGVF,467.0,2018-07-01
MGVU,2691.0,2018-07-01
MGWY,10.9,2018-07-01
YBVH,100.0,2018-07-01
YBVN,385.0,2018-07-01
YBXG,16.0,2018-07-01
YBXJ,6.0,2018-07-01
YBXM,6.5,2018-07-01
YBXV,61.0,2018-07-01
YBXY,65.0,2018-07-01
YBYB,17.6,2018-07-01
AGNH,72.0,2018-08-01
AGNI,2847.0,2018-08-01
AGNJ,2920.0,2018-08-01
AGNM,1575.0,2018-08-01
AGNP,1345.0,2018-08-01
AGNT,881.0,2018-08-01
AGOJ,14.0,2018-08-01
AGOK,293.0,2018-08-01
AGOL,307.0,2018-08-01
AGOO,177.0,2018-08-01
AGOR,131.0,2018-08-01
AGOU,170.0,2018-08-01
AGPK,73.0,2018-08-01
AGPL,562.0,2018-08-01
AGPM,635.0,2018-08-01
AGPP,250.0,2018-08-01
AGPS,385.0,2018-08-01
AGPV,2065.0,2018-08-01
AIVZ,54.5,2018-08-01
AIWG,45.3,2018-08-01
AIWH,76.9,2018-08-01
AIWI,75.6,2018-08-01
AIWL,78.7,2018-08-01
AIWX,72.3,2018-08-01
AIXB,28.3,2018-08-01
AIXR,16.2,2018-08-01
AIXS,9.3,2018-08-01
AIXT,9.5,2018-08-01
AIXW,10.1,2018-08-01
AIXZ,8.9,2018-08-01
AIYC,16.2,2018-08-01
AIYL,38.7,2018-08-01
AIYS,45.9,2018-08-01
AIYT,15.2,2018-08-01
AIYU,16.4,2018-08-01
AIYX,12.5,2018-08-01
AIZA,20.7,2018-08-01
AIZD,66.3,2018-08-01
JN5R,6979.0,2018-08-01
JN62,3116.0,2018-08-01
JN69,160.0,2018-08-01
JN6A,3703.0,2018-08-01
JN6B,3862.0,2018-08-01
JN6E,2002.0,2018-08-01
JN6H,1861.0,2018-08-01
LF2Q,4.3,2018-08-01
LF2S,21.4,2018-08-01
MGUQ,3801.0,2018-08-01
MGVF,477.0,2018-08-01
MGVU,2700.0,2018-08-01
MGWY,11.2,2018-08-01
YBVH,94.0,2018-08-01
YBVN,401.0,2018-08-01
YBXG,15.0,2018-08-01
YBXJ,5.0,2018-08-01
YBXM,5.2,2018-08-01
YBXV,66.0,2018-08-01
YBXY,62.0,2018-08-01
YBYB,15.9,2018-08-01
AGNH,68.0,2018-09-01
AGNI,2868.0,2018-09-01
AGNJ,2937.0,2018-09-01
AGNM,1599.0,2018-09-01
AGNP,1338.0,2018-09-01
AGNT,898.0,2018-09-01
AGOJ,22.0,2018-09-01
AGOK,301.0,2018-09-01
AGOL,323.0,2018-09-01
AGOO,192.0,2018-09-01
AGOR,131.0,2018-09-01
AGOU,172.0,2018-09-01
AGPK,76.0,2018-09-01
AGPL,540.0,2018-09-01
AGPM,616.0,2018-09-01
AGPP,231.0,2018-09-01
AGPS,385.0,2018-09-01
AGPV,2026.0,2018-09-01
AIVZ,55.0,2018-09-01
AIWG,41.1,2018-09-01
AIWH,77.3,2018-09-01
AIWI,75.8,2018-09-01
AIWL,79.1,2018-09-01
AIWX,72.1,2018-09-01
AIXB,29.0,2018-09-01
AIXR,24.6,2018-09-01
AIXS,9.5,2018-09-01
AIXT,9.9,2018-09-01
AIXW,10.7,2018-09-01
AIXZ,8.9,2018-09-01
AIYC,16.1,2018-09-01
AIYL,37.9,2018-09-01
AIYS,45.5,2018-09-01
AIYT,14.6,2018-09-01
AIYU,15.9,2018-09-01
AIYX,11.4,2018-09-01
AIZA,20.8,2018-09-01
AIZD,65.4,2018-09-01
JN5R,6971.0,2018-09-01
JN62,3096.0,2018-09-01
JN69,167.0,2018-09-01
JN6A,3709.0,2018-09-01
JN6B,3876.0,2018-09-01
JN6E,2022.0,2018-09-01
JN6H,1854.0,2018-09-01
LF2Q,4.3,2018-09-01
LF2S,21.2,2018-09-01
MGUQ,3835.0,2018-09-01
MGVF,495.0,2018-09-01
MGVU,2642.0,2018-09-01
MGWY,11.4,2018-09-01
YBVH,100.0,2018-09-01
YBVN,413.0,2018-09-01
YBXG,20.0,2018-09-01
YBXJ,4.0,2018-09-01
YBXM,4.2,2018-09-01
YBXV,63.0,2018-09-01
YBXY,69.0,2018-09-01
YBYB,17.3,2018-09-01
AGNH,63.0,2018-10-01
AGNI,2906.0,2018-10-01
AGNJ,2969.0,2018-10-01
AGNM,1605.0,2018-10-01
AGNP,1364.0,2018-10-01
AGNT,885.0,2018-10-01
AGOJ,29.0,2018-10-01
AGOK,307.0,2018-10-01
AGOL,336.0,2018-10-01
AGOO,192.0,2018-10-01
AGOR,144.0,2018-10-01
AGOU,175.0,2018-10-01
AGPK,75.0,2018-10-01
AGPL,537.0,2018-10-01
AGPM,612.0,2018-10-01
AGPP,233.0,2018-10-01
AGPS,379.0,2018-10-01
AGPV,1987.0,2018-10-01
AIVZ,55.3,2018-10-01
AIWG,37.9,2018-10-01
AIWH,77.5,2018-10-01
AIWI,75.8,2018-10-01
AIWL,79.1,2018-10-01
AIWX,72.3,2018-10-01
AIXB,29.0,2018-10-01
AIXR,31.6,2018-10-01
AIXS,9.5,2018-10-01
AIXT,10.2,2018-10-01
AIXW,10.7,2018-10-01
AIXZ,9.6,2018-10-01
AIYC,16.5,2018-10-01
AIYL,37.3,2018-10-01
AIYS,44.6,2018-10-01
AIYT,14.3,2018-10-01
AIYU,15.6,2018-10-01
AIYX,11.5,2018-10-01
AIZA,20.1,2018-10-01
AIZD,65.2,2018-10-01
JN5R,6964.0,2018-10-01
JN62,3047.0,2018-10-01
JN69,167.0,2018-10-01
JN6A,3750.0,2018-10-01
JN6B,3917.0,2018-10-01
JN6E,2030.0,2018-10-01
JN6H,1888.0,2018-10-01
LF2Q,4.2,2018-10-01
LF2S,21.2,2018-10-01
MGUQ,3854.0,2018-10-01
MGVF,511.0,2018-10-01
MGVU,2599.0,2018-10-01
MGWY,11.7,2018-10-01
YBVH,109.0,2018-10-01
YBVN,421.0,2018-10-01
YBXG,17.0,2018-10-01
YBXJ,4.0,2018-10-01
YBXM,3.8,2018-10-01
YBXV,64.0,2018-10-01
YBXY,73.0,2018-10-01
YBYB,17.8,2018-10-01
AGNH,68.0,2018-11-01
AGNI,2882.0,2018-11-01
AGNJ,2950.0,2018-11-01
AGNM,1587.0,2018-11-01
AGNP,1362.0,2018-11-01
AGNT,880.0,2018-11-01
AGOJ,29.0,2018-11-01
AGOK,315.0,2018-11-01
AGOL,344.0,2018-11-01
AGOO,205.0,2018-11-01
AGOR,139.0,2018-11-01
AGOU,166.0,2018-11-01
AGPK,73.0,2018-11-01
AGPL,534.0,2018-11-01
AGPM,608.0,2018-11-01
AGPP,238.0,2018-11-01
AGPS,369.0,2018-11-01
AGPV,2010.0,2018-11-01
AIVZ,55.0,2018-11-01
AIWG,40.1,2018-11-01
AIWH,77.2,2018-11-01
AIWI,75.6,2018-11-01
AIWL,78.2,2018-11-01
AIWX,72.8,2018-11-01
AIXB,28.8,2018-11-01
AIXR,29.5,2018-11-01
AIXS,9.9,2018-11-01
AIXT,10.4,2018-11-01
AIXW,11.4,2018-11-01
AIXZ,9.3,2018-11-01
AIYC,15.9,2018-11-01
AIYL,37.6,2018-11-01
AIYS,43.1,2018-11-01
AIYT,14.3,2018-11-01
AIYU,15.6,2018-11-01
AIYX,11.7,2018-11-01
AIZA,19.7,2018-11-01
AIZD,65.8,2018-11-01
JN5R,6957.0,2018-11-01
JN62,3056.0,2018-11-01
JN69,170.0,2018-11-01
JN6A,3731.0,2018-11-01
JN6B,3901.0,2018-11-01
JN6E,2030.0,2018-11-01
JN6H,1871.0,2018-11-01
LF2Q,4.2,2018-11-01
LF2S,21.2,2018-11-01
MGUQ,3830.0,2018-11-01
MGVF,510.0,2018-11-01
MGVU,2617.0,2018-11-01
MGWY,11.8,2018-11-01
YBVH,107.0,2018-11-01
YBVN,422.0,2018-11-01
YBXG,14.0,2018-11-01
YBXJ,5.0,2018-11-01
YBXM,5.2,2018-11-01
YBXV,66.0,2018-11-01
YBXY,79.0,2018-11-01
YBYB,19.4,2018-11-01
AGNH,73.0,2018-12-01
AGNI,2918.0,2018-12-01
AGNJ,2991.0,2018-12-01
AGNM,1603.0,2018-12-01
AGNP,1389.0,2018-12-01
AGNT,867.0,2018-12-01
AGOJ,23.0,2018-12-01
AGOK,325.0,2018-12-01
AGOL,348.0,2018-12-01
AGOO,214.0,2018-12-01
AGOR,135.0,2018-12-01
AGOU,152.0,2018-12-01
AGPK,81.0,2018-12-01
AGPL,497.0,2018-12-01
AGPM,578.0,2018-12-01
AGPP,231.0,2018-12-01
AGPS,347.0,2018-12-01
AGPV,2014.0,2018-12-01
AIVZ,55.5,2018-12-01
AIWG,41.2,2018-12-01
AIWH,78.0,2018-12-01
AIWI,76.4,2018-12-01
AIWL,78.3,2018-12-01
AIWX,74.3,2018-12-01
AIXB,28.6,2018-12-01
AIXR,24.2,2018-12-01
AIXS,10.0,2018-12-01
AIXT,10.4,2018-12-01
AIXW,11.8,2018-12-01
AIXZ,8.8,2018-12-01
AIYC,14.9,2018-12-01
AIYL,37.3,2018-12-01
AIYS,45.7,2018-12-01
AIYT,13.3,2018-12-01
AIYU,14.7,2018-12-01
AIYX,11.3,2018-12-01
AIZA,18.5,2018-12-01
AIZD,66.4,2018-12-01
JN5R,6950.0,2018-12-01
JN62,3033.0,2018-12-01
JN69,177.0,2018-12-01
JN6A,3740.0,2018-12-01
JN6B,3917.0,2018-12-01
JN6E,2047.0,2018-12-01
JN6H,1870.0,2018-12-01
LF2Q,4.1,2018-12-01
LF2S,21.0,2018-12-01
MGUQ,3858.0,2018-12-01
MGVF,500.0,2018-12-01
MGVU,2592.0,2018-12-01
MGWY,11.5,2018-12-01
YBVH,97.0,2018-12-01
YBVN,422.0,2018-12-01
YBXG,12.0,2018-12-01
YBXJ,6.0,2018-12-01
YBXM,6.3,2018-12-01
YBXV,65.0,2018-12-01
YBXY,73.0,2018-12-01
YBYB,17.8,2018-12-01
AGNH,83.0,2019-01-01
AGNI,2915.0,2019-01-01
AGNJ,2999.0,2019-01-01
AGNM,1605.0,2019-01-01
AGNP,1393.0,2019-01-01
AGNT,862.0,2019-01-01
AGOJ,21.0,2019-01-01
AGOK,324.0,2019-01-01
AGOL,345.0,2019-01-01
AGOO,211.0,2019-01-01
AGOR,134.0,2019-01-01
AGOU,148.0,2019-01-01
AGPK,73.0,2019-01-01
AGPL,498.0,2019-01-01
AGPM,571.0,2019-01-01
AGPP,237.0,2019-01-01
AGPS,334.0,2019-01-01
AGPV,2019.0,2019-01-01
AIVZ,55.6,2019-01-01
AIWG,46.8,2019-01-01
AIWH,78.0,2019-01-01
AIWI,76.6,2019-01-01
AIWL,78.2,2019-01-01
AIWX,74.8,2019-01-01
AIXB,28.5,2019-01-01
AIXR,20.2,2019-01-01
AIXS,10.0,2019-01-01
AIXT,10.3,2019-01-01
AIXW,11.6,2019-01-01
AIXZ,8.8,2019-01-01
AIYC,14.6,2019-01-01
AIYL,37.3,2019-01-01
AIYS,41.3,2019-01-01
AIYT,13.3,2019-01-01
AIYU,14.6,2019-01-01
AIYX,11.6,2019-01-01
AIZA,17.9,2019-01-01
AIZD,66.7,2019-01-01
JN5R,6943.0,2019-01-01
JN62,3028.0,2019-01-01
JN69,178.0,2019-01-01
JN6A,3737.0,2019-01-01
JN6B,3915.0,2019-01-01
JN6E,2053.0,2019-01-01
JN6H,1861.0,2019-01-01
LF2Q,4.1,2019-01-01
LF2S,20.9,2019-01-01
MGUQ,3860.0,2019-01-01
MGVF,493.0,2019-01-01
MGVU,2590.0,2019-01-01
MGWY,11.3,2019-01-01
YBVH,94.0,2019-01-01
YBVN,417.0,2019-01-01
YBXG,12.0,2019-01-01
YBXJ,7.0,2019-01-01
YBXM,8.1,2019-01-01
YBXV,66.0,2019-01-01
YBXY,63.0,2019-01-01
YBYB,15.6,2019-01-01
AGNH,80.0,2019-02-01
AGNI,2870.0,2019-02-01
AGNJ,2950.0,2019-02-01
AGNM,1572.0,2019-02-01
AGNP,1378.0,2019-02-01
AGNT,889.0,2019-02-01
AGOJ,20.0,2019-02-01
AGOK,310.0,2019-02-01
AGOL,330.0,2019-02-01
AGOO,200.0,2019-02-01
AGOR,130.0,2019-02-01
AGOU,137.0,2019-02-01
AGPK,75.0,2019-02-01
AGPL,528.0,2019-02-01
AGPM,603.0,2019-02-01
AGPP,261.0,2019-02-01
AGPS,342.0,2019-02-01
AGPV,2027.0,2019-02-01
AIVZ,55.4,2019-02-01
AIWG,45.7,2019-02-01
AIWH,77.4,2019-02-01
AIWI,76.0,2019-02-01
AIWL,77.3,2019-02-01
AIWX,74.5,2019-02-01
AIXB,29.1,2019-02-01
AIXR,20.1,2019-02-01
AIXS,9.7,2019-02-01
AIXT,10.1,2019-02-01
AIXW,11.3,2019-02-01
AIXZ,8.6,2019-02-01
AIYC,13.3,2019-02-01
AIYL,37.9,2019-02-01
AIYS,42.9,2019-02-01
AIYT,14.2,2019-02-01
AIYU,15.5,2019-02-01
AIYX,12.8,2019-02-01
AIZA,18.5,2019-02-01
AIZD,66.4,2019-02-01
JN5R,6936.0,2019-02-01
JN62,3052.0,2019-02-01
JN69,176.0,2019-02-01
JN6A,3708.0,2019-02-01
JN6B,3883.0,2019-02-01
JN6E,2033.0,2019-02-01
JN6H,1850.0,2019-02-01
LF2Q,4.0,2019-02-01
LF2S,21.1,2019-02-01
MGUQ,3839.0,2019-02-01
MGVF,467.0,2019-02-01
MGVU,2630.0,2019-02-01
MGWY,10.8,2019-02-01
YBVH,88.0,2019-02-01
YBVN,398.0,2019-02-01
YBXG,9.0,2019-02-01
YBXJ,7.0,2019-02-01
YBXM,8.8,2019-02-01
YBXV,55.0,2019-02-01
YBXY,63.0,2019-02-01
YBYB,16.4,2019-02-01
AGNH,82.0,2019-03-01
AGNI,2858.0,2019-03-01
AGNJ,2940.0,2019-03-01
AGNM,1546.0,2019-03-01
AGNP,1395.0,2019-03-01
AGNT,869.0,2019-03-01
AGOJ,21.0,2019-03-01
AGOK,317.0,2019-03-01
AGOL,338.0,2019-03-01
AGOO,211.0,2019-03-01
AGOR,127.0,2019-03-01
AGOU,143.0,2019-03-01
AGPK,72.0,2019-03-01
AGPL,535.0,2019-03-01
AGPM,607.0,2019-03-01
AGPP,268.0,2019-03-01
AGPS,340.0,2019-03-01
AGPV,2031.0,2019-03-01
AIVZ,55.0,2019-03-01
AIWG,46.8,2019-03-01
AIWH,77.0,2019-03-01
AIWI,75.7,2019-03-01
AIWL,76.4,2019-03-01
AIWX,74.9,2019-03-01
AIXB,28.6,2019-03-01
AIXR,20.2,2019-03-01
AIXS,10.0,2019-03-01
AIXT,10.3,2019-03-01
AIXW,12.0,2019-03-01
AIXZ,8.3,2019-03-01
AIYC,14.1,2019-03-01
AIYL,38.1,2019-03-01
AIYS,41.3,2019-03-01
AIYT,14.4,2019-03-01
AIYU,15.6,2019-03-01
AIYX,13.2,2019-03-01
AIZA,18.3,2019-03-01
AIZD,66.8,2019-03-01
JN5R,6928.0,2019-03-01
JN62,3043.0,2019-03-01
JN69,175.0,2019-03-01
JN6A,3710.0,2019-03-01
JN6B,3886.0,2019-03-01
JN6E,2024.0,2019-03-01
JN6H,1861.0,2019-03-01
LF2Q,4.0,2019-03-01
LF2S,21.0,2019-03-01
MGUQ,3809.0,2019-03-01
MGVF,480.0,2019-03-01
MGVU,2639.0,2019-03-01
MGWY,11.2,2019-03-01
YBVH,93.0,2019-03-01
YBVN,407.0,2019-03-01
YBXG,10.0,2019-03-01
YBXJ,8.0,2019-03-01
YBXM,9.5,2019-03-01
YBXV,60.0,2019-03-01
YBXY,65.0,2019-03-01
YBYB,16.5,2019-03-01
AGNH,85.0,2019-04-01
AGNI,2817.0,2019-04-01
AGNJ,2903.0,2019-04-01
AGNM,1530.0,2019-04-01
AGNP,1372.0,2019-04-01
AGNT,871.0,2019-04-01
AGOJ,21.0,2019-04-01
AGOK,328.0,2019-04-01
AGOL,349.0,2019-04-01
AGOO,217.0,2019-04-01
AGOR,133.0,2019-04-01
AGOU,144.0,2019-04-01
AGPK,68.0,2019-04-01
AGPL,532.0,2019-04-01
AGPM,600.0,2019-04-01
AGPP,274.0,2019-04-01
AGPS,326.0,2019-04-01
AGPV,2055.0,2019-04-01
AIVZ,54.5,2019-04-01
AIWG,49.0,2019-04-01
AIWH,76.6,2019-04-01
AIWI,75.4,2019-04-01
AIWL,75.7,2019-04-01
AIWX,75.0,2019-04-01
AIXB,28.4,2019-04-01
AIXR,19.8,2019-04-01
AIXS,10.4,2019-04-01
AIXT,10.7,2019-04-01
AIXW,12.4,2019-04-01
AIXZ,8.8,2019-04-01
AIYC,14.2,2019-04-01
AIYL,38.4,2019-04-01
AIYS,38.8,2019-04-01
AIYT,14.5,2019-04-01
AIYU,15.6,2019-04-01
AIYX,13.6,2019-04-01
AIZA,17.8,2019-04-01
AIZD,66.9,2019-04-01
JN5R,6921.0,2019-04-01
JN62,3069.0,2019-04-01
JN69,174.0,2019-04-01
JN6A,3678.0,2019-04-01
JN6B,3852.0,2019-04-01
JN6E,2021.0,2019-04-01
JN6H,1831.0,2019-04-01
LF2Q,4.0,2019-04-01
LF2S,21.1,2019-04-01
MGUQ,3774.0,2019-04-01
MGVF,493.0,2019-04-01
MGVU,2655.0,2019-04-01
MGWY,11.6,2019-04-01
YBVH,90.0,2019-04-01
YBVN,423.0,2019-04-01
YBXG,11.0,2019-04-01
YBXJ,7.0,2019-04-01
YBXM,8.1,2019-04-01
YBXV,67.0,2019-04-01
YBXY,70.0,2019-04-01
YBYB,17.0,2019-04-01
AGNH,89.0,2019-05-01
AGNI,2846.0,2019-05-01
AGNJ,2935.0,2019-05-01
AGNM,1549.0,2019-05-01
AGNP,1386.0,2019-05-01
AGNT,875.0,2019-05-01
AGOJ,21.0,2019-05-01
AGOK,334.0,2019-05-01
AGOL,356.0,2019-05-01
AGOO,223.0,2019-05-01
AGOR,132.0,2019-05-01
AGOU,147.0,2019-05-01
