ONS_CODE,Economically Inactive - Student,Economically Inactive - Aged 16+,Economically Inactive - Aged 16-19,Economically Inactive - Aged 16-24,Economically Inactive - Aged 16-64,Economically Inactive - Aged 20-24,Economic Activity Rate - Aged 16-19,Economic Activity Rate - Aged 16-64,Economic Activity Rate - Aged 20-24,Unemployment Rate - Aged 16+,Unemployment Rate - Aged 16-19,Unemployment Rate - Aged 16-24,Unemployment Rate - Aged 16-64,Unemployment Rate - Aged 20-24,Suffix
E14001272,18.3,44.9,66.4,50.3,30.0,34.3,33.6,70.0,65.7,3.1,16.6,13.6,2.8,12.1,%
E14001273,55.6,42.5,100.0,67.7,24.4,,51.9,75.6,88.0,4.7,,58.9,5.0,,%
E14001274,16.3,30.8,70.9,44.0,17.1,54.9,84.9,82.9,100.0,14.1,,71.1,14.9,,%
E14001275,26.7,51.3,85.8,50.1,33.6,42.1,41.3,66.4,100.0,6.0,,,6.4,,%
E14001276,52.2,35.2,100.0,78.3,32.8,52.8,38.4,67.2,55.8,7.4,67.1,22.2,7.5,,%
E14001277,20.7,37.7,41.5,25.5,17.7,43.5,58.5,82.3,100.0,4.4,,27.7,4.5,47.1,%
E14001278,31.9,35.0,100.0,72.0,18.2,55.6,,81.8,41.6,3.0,,,3.1,,%
E14001279,28.4,37.6,71.8,61.3,32.9,54.7,,67.1,45.3,6.7,,28.7,6.7,,%
E14001280,24.9,31.7,81.6,31.5,13.5,,43.6,86.5,100.0,4.2,,,4.8,,%
E14001281,19.9,36.8,23.7,26.3,16.5,27.8,76.3,83.5,72.2,2.2,,,2.1,,%
E14001282,12.6,34.8,44.5,71.8,18.1,28.6,100.0,81.9,71.8,5.4,,,5.6,,%
E14001283,27.7,30.2,43.9,29.7,18.3,27.2,59.5,81.7,76.0,4.3,,36.8,4.4,,%
E14001284,18.6,43.4,80.0,37.7,26.5,34.1,29.0,73.5,83.6,5.5,,,5.8,,%
E14001285,17.0,49.5,52.3,54.6,27.6,56.4,47.7,72.4,43.6,2.1,,,2.3,,%
E14001286,20.7,40.9,85.2,46.5,26.5,17.7,36.2,73.5,82.9,3.3,27.2,11.6,3.6,,%
E14001287,29.8,35.4,53.8,48.3,22.2,,44.8,77.8,100.0,6.0,,,6.2,,%
E14001288,21.2,33.7,53.6,27.0,13.7,,57.3,86.3,85.2,2.9,,,3.0,,%
E14001289,22.8,34.8,51.9,42.7,18.9,,48.1,81.1,70.3,2.2,,43.0,3.2,,%
E14001290,59.4,35.6,50.0,53.0,30.7,53.9,50.0,69.3,46.1,8.0,,,8.6,,%
E14001291,17.3,47.0,49.9,40.2,24.2,45.4,44.3,75.8,100.0,4.1,,,4.4,,%
E14001292,55.1,28.1,82.5,37.4,13.7,,65.1,86.3,100.0,2.4,,,2.5,,%
E14001293,45.6,31.1,71.2,84.4,20.4,30.0,46.9,79.6,100.0,6.5,,,7.0,,%
E14001294,32.2,37.2,79.3,82.5,22.6,44.2,59.1,77.4,100.0,3.8,,,4.1,,%
E14001295,10.2,42.9,21.0,33.0,22.7,45.1,79.0,77.3,54.9,3.4,,17.4,3.1,,%
E14001296,29.1,26.7,42.0,34.4,12.5,18.0,72.3,87.5,72.9,5.7,76.9,63.4,5.9,,%
E14001297,17.5,28.6,74.1,25.3,17.4,40.1,79.5,82.6,70.3,9.6,,20.4,9.8,,%
E14001298,57.1,30.1,38.3,24.0,9.1,40.6,90.6,90.9,100.0,5.3,50.0,18.6,5.2,,%
E14001299,22.1,31.6,76.0,51.2,19.9,79.9,,80.1,68.1,9.8,,,10.4,,%
E14001300,22.2,31.2,100.0,40.5,20.8,29.7,,79.2,87.2,2.9,,39.3,3.1,,%
E14001301,36.4,32.9,68.7,61.3,26.4,56.0,37.3,73.6,44.0,9.0,,,9.2,,%
E14001302,23.9,30.8,48.2,31.3,18.2,,100.0,81.8,83.8,7.9,,,8.0,,%
E14001303,24.6,52.3,68.1,56.6,32.9,29.9,68.7,67.1,63.2,4.2,34.4,28.3,4.6,,%
E14001304,11.6,48.1,33.6,30.4,18.2,31.2,86.1,81.8,86.8,3.3,38.0,22.4,3.6,,%
E14001305,61.8,28.8,93.9,80.4,21.1,31.0,,78.9,81.3,11.8,,30.7,12.4,30.7,%
E14001306,49.0,21.7,100.0,52.4,15.3,36.1,,84.7,71.2,5.1,,31.8,5.3,,%
E14001307,30.2,38.9,73.6,47.1,24.3,15.7,26.4,75.7,82.9,4.4,30.6,12.1,4.3,,%
E14001308,10.5,38.9,48.2,27.8,22.7,34.7,69.3,77.3,73.1,5.3,,,5.7,,%
E14001309,32.5,38.4,66.6,25.2,21.4,37.6,33.4,78.6,87.1,2.7,,,2.9,,%
E14001310,33.2,38.5,91.9,55.6,27.5,39.4,24.6,72.5,60.6,5.6,,33.2,5.9,41.7,%
E14001311,11.7,39.3,78.1,44.5,24.3,51.4,55.7,75.7,74.0,3.3,,,3.5,,%
E14001312,26.6,22.9,76.7,29.3,9.0,55.4,62.8,91.0,44.6,5.3,,23.5,5.7,24.6,%
E14001313,15.0,34.1,51.2,29.7,23.9,31.6,67.6,76.1,100.0,4.4,,34.7,4.4,36.8,%
E14001314,44.5,46.0,90.7,82.7,34.9,80.4,31.3,65.1,45.6,5.2,37.5,25.4,5.5,,%
E14001315,16.9,37.2,63.2,18.9,24.2,30.7,44.9,75.8,84.1,2.4,,16.9,2.5,,%
E14001316,28.4,40.2,74.6,16.0,14.0,55.5,56.4,86.0,100.0,6.8,,,3.1,,%
E14001317,17.3,39.4,37.5,29.5,22.5,26.7,62.5,77.5,81.8,8.2,37.5,19.4,8.4,18.5,%
E14001318,40.0,41.2,75.7,58.1,26.0,79.7,40.4,74.0,67.8,3.6,,,3.7,,%
E14001319,43.6,40.2,79.2,51.2,33.5,43.7,60.8,66.5,56.3,8.3,,,8.5,,%
E14001320,27.9,47.1,94.1,96.4,38.5,69.4,28.8,61.5,52.2,8.8,,,9.3,,%
E14001321,29.5,34.3,54.1,28.5,16.3,30.2,45.9,83.7,74.9,3.6,,,3.8,,%
E14001322,20.3,33.0,47.7,36.4,16.1,,52.3,83.9,75.0,2.5,,,2.6,,%
E14001323,21.7,33.3,100.0,41.6,25.5,68.7,,74.5,100.0,3.3,,,3.3,,%
E14001324,40.7,31.9,81.4,41.9,16.1,,41.5,83.9,100.0,3.3,,,3.3,,%
E14001325,10.7,27.3,47.9,43.0,15.2,64.0,46.9,84.8,100.0,6.1,,,6.1,,%
E14001326,22.5,42.7,100.0,52.6,31.0,23.8,19.6,69.0,77.4,13.9,,39.2,14.3,37.9,%
E14001327,31.1,34.1,71.3,30.1,25.9,39.7,28.7,74.1,100.0,6.7,,8.8,6.8,,%
E14001328,31.2,29.9,50.9,46.5,20.7,47.7,49.1,79.3,59.9,3.6,,33.8,3.7,36.3,%
E14001329,15.8,45.9,35.6,21.9,30.8,29.6,57.9,69.2,100.0,7.9,,47.1,8.3,,%
E14001330,32.0,40.2,54.7,39.0,21.7,21.7,58.7,78.3,88.0,4.4,,21.6,4.6,18.6,%
E14001331,64.5,30.7,74.2,65.7,21.5,39.8,62.8,78.5,39.2,6.5,,29.8,6.5,,%
E14001332,45.0,34.6,100.0,79.1,28.0,54.9,48.9,72.0,57.4,6.1,,,6.3,,%
E14001333,31.9,16.5,81.0,49.9,6.4,,77.6,93.6,,2.3,,,2.4,,%
E14001334,44.8,35.3,92.2,57.5,30.3,34.6,,69.7,65.4,6.9,,37.4,7.2,,%
E14001335,63.1,34.3,52.4,39.3,14.6,53.7,47.6,85.4,46.3,3.6,77.7,32.1,3.8,,%
E14001336,30.6,38.9,82.5,44.0,25.1,30.3,63.9,74.9,51.4,4.4,,24.8,4.6,,%
E14001337,17.5,40.6,57.5,62.6,28.1,66.2,43.3,71.9,54.6,5.6,,24.4,5.3,27.1,%
E14001338,39.8,38.2,69.3,49.5,27.5,32.2,,72.5,66.9,19.2,,31.6,19.5,,%
E14001339,37.3,37.4,54.1,59.1,29.2,62.2,45.9,70.8,37.8,4.0,,,4.0,,%
E14001340,48.0,40.0,74.3,68.7,28.0,73.9,,72.0,52.0,5.1,,,5.3,,%
E14001341,25.8,32.5,43.6,32.4,19.8,29.6,56.4,80.2,72.4,8.1,,,8.3,,%
E14001342,47.4,32.2,81.6,46.0,22.7,35.2,51.1,77.3,64.8,4.3,,,4.5,,%
E14001343,26.9,46.5,68.6,52.5,17.3,32.9,47.4,82.7,100.0,7.6,,30.9,8.4,,%
E14001344,29.6,46.0,49.7,52.7,24.7,,62.7,75.3,100.0,4.2,,40.2,4.4,,%
E14001345,21.8,37.2,78.9,39.4,29.1,22.5,21.1,70.9,77.5,4.1,,18.9,4.2,,%
E14001346,38.6,34.1,83.4,52.4,22.0,29.7,51.3,78.0,70.3,7.4,,12.7,7.7,12.1,%
E14001347,37.9,43.5,57.1,30.3,10.7,34.6,72.4,89.3,100.0,6.6,,,6.8,,%
E14001348,27.0,31.1,85.6,42.0,13.4,18.0,28.5,86.6,82.0,3.3,31.0,7.7,3.3,18.2,%
E14001349,23.8,28.8,54.7,27.6,13.5,,45.3,86.5,100.0,5.5,,,5.5,,%
E14001350,28.0,45.4,49.3,57.9,32.0,,50.7,68.0,100.0,,,,,,%
E14001351,18.6,36.0,63.8,49.3,10.9,,85.0,89.1,100.0,4.9,,39.5,5.2,,%
E14001352,23.1,35.7,80.5,61.0,31.9,53.2,39.8,68.1,46.8,12.6,,,12.9,,%
E14001353,57.1,26.4,88.9,57.7,22.6,63.0,,77.4,87.4,6.5,,,6.5,,%
E14001354,65.1,32.7,46.4,69.0,27.5,75.2,62.4,72.5,24.8,2.9,,,3.0,,%
E14001355,21.7,47.4,40.8,32.0,29.1,56.6,60.7,70.9,100.0,4.8,,,4.9,,%
E14001356,30.5,34.7,59.8,36.9,16.3,,40.2,83.7,100.0,4.5,,,4.7,,%
E14001357,24.4,40.2,66.8,20.1,18.5,26.8,33.2,81.5,100.0,4.1,,,4.4,,%
E14001358,35.3,38.9,71.6,58.2,22.5,32.6,28.4,77.5,67.4,2.8,,11.1,2.6,23.0,%
E14001359,15.3,35.6,43.7,29.7,17.5,27.9,100.0,82.5,74.3,3.6,,,3.7,,%
E14001360,48.1,34.9,59.4,26.9,8.6,,39.2,91.4,100.0,,,,,,%
E14001361,30.7,34.9,100.0,54.1,26.1,,51.9,73.9,100.0,,,,,,%
E14001362,15.9,38.7,72.8,58.2,11.4,60.7,46.5,88.6,93.9,5.1,,,5.2,,%
E14001363,8.1,39.8,35.5,18.5,12.7,9.9,64.5,87.3,91.1,3.7,,20.7,3.9,,%
E14001364,40.3,31.6,79.2,53.7,13.9,61.1,53.6,86.1,39.3,2.9,,,3.0,,%
E14001365,15.1,45.8,54.3,39.5,29.3,27.8,45.7,70.7,100.0,3.5,,22.6,3.8,30.2,%
E14001366,27.1,33.1,79.1,48.3,13.7,,72.4,86.3,,4.1,,,4.2,,%
E14001367,31.7,42.1,53.2,57.8,32.7,61.0,46.8,67.3,39.0,8.4,55.1,30.9,8.6,,%
E14001368,21.0,41.4,59.9,42.5,22.4,23.8,40.1,77.6,86.2,6.6,46.5,26.6,6.8,26.8,%
E14001369,34.8,32.9,64.7,42.9,22.3,32.2,35.3,77.7,67.8,1.2,,18.7,1.2,26.6,%
E14001370,43.5,37.4,56.7,42.9,20.1,31.9,43.3,79.9,68.1,2.1,,11.1,1.7,,%
E14001371,29.5,22.3,100.0,49.0,14.8,56.5,44.7,85.2,85.0,2.3,,,2.4,,%
E14001372,25.3,40.6,38.2,17.6,17.4,,61.8,82.6,100.0,2.7,,,2.8,,%
E14001373,46.5,35.7,61.8,30.9,20.0,42.3,38.2,80.0,88.1,1.6,,,3.2,,%
E14001374,27.5,35.4,49.2,38.0,10.7,,77.2,89.3,100.0,4.6,,45.8,5.0,,%
E14001375,18.4,40.4,46.2,28.0,21.5,31.7,60.0,78.5,79.9,4.0,,,4.5,,%
E14001376,21.8,31.6,49.1,27.5,14.2,15.2,50.9,85.8,100.0,3.3,,8.7,3.2,18.0,%
E14001377,37.4,42.8,54.7,41.0,30.7,37.3,45.3,69.3,62.7,4.9,,,5.0,,%
E14001378,25.2,40.9,62.1,34.8,26.8,25.8,37.9,73.2,74.2,8.2,,20.1,8.1,,%
E14001379,49.2,35.7,76.0,53.8,23.7,49.4,34.6,76.3,50.6,4.1,,34.2,4.2,,%
E14001380,51.3,31.6,82.6,45.8,9.8,24.5,31.1,100.0,100.0,3.9,,,4.0,,%
E14001381,42.3,31.2,66.7,35.6,17.8,,33.3,82.2,100.0,3.6,,,3.7,,%
E14001382,23.2,40.0,56.7,20.7,25.3,15.5,67.4,74.7,91.4,8.2,,,8.3,,%
E14001383,19.7,46.3,54.2,37.5,32.4,,45.8,67.6,77.6,3.8,61.8,17.0,3.9,,%
E14001384,21.4,31.5,19.2,11.0,12.0,28.8,80.8,88.0,95.8,5.2,61.0,22.6,5.4,,%
E14001385,22.4,55.7,66.8,65.7,31.9,25.9,100.0,68.1,100.0,3.2,,24.8,3.5,,%
E14001386,15.1,40.9,75.5,15.7,22.5,42.6,42.2,77.5,74.7,1.6,,,1.7,,%
E14001387,29.6,45.1,40.6,73.8,25.3,,64.9,74.7,58.0,,,,,,%
E14001388,26.4,39.9,73.8,41.1,17.5,30.6,30.8,82.5,85.7,2.1,,,2.3,,%
E14001389,13.4,41.0,69.1,29.8,26.2,33.2,47.1,73.8,77.2,4.0,,,3.5,,%
E14001390,42.4,40.3,82.9,60.8,24.1,,58.9,75.9,82.2,5.6,,,5.1,,%
E14001391,35.0,52.0,100.0,50.0,33.0,44.0,67.0,67.0,100.0,2.8,,,2.9,,%
E14001392,34.0,32.8,47.2,16.6,13.4,,52.8,86.6,100.0,5.6,53.5,14.8,5.8,,%
E14001393,25.2,30.8,61.6,17.1,15.4,,100.0,84.6,100.0,6.0,,35.6,6.2,,%
E14001394,23.7,37.2,64.4,36.6,17.4,45.5,35.6,82.6,89.5,2.2,,15.1,2.3,,%
E14001395,21.3,42.6,37.9,28.1,16.4,,62.1,83.6,80.2,1.1,49.0,18.2,1.2,27.6,%
E14001396,30.9,42.1,37.2,68.3,21.6,,68.3,78.4,76.1,3.8,,,3.9,,%
E14001397,8.0,50.4,40.8,33.0,28.3,,59.2,71.7,76.6,4.1,,23.6,4.3,51.3,%
E14001398,23.6,33.9,36.6,25.0,16.2,71.4,63.4,83.8,,4.1,,,4.5,,%
E14001399,22.4,41.8,46.8,26.6,13.0,18.5,53.2,87.0,81.5,3.0,,14.9,3.2,,%
E14001400,9.7,47.1,48.2,43.2,25.3,,75.4,74.7,59.8,2.5,,,2.5,,%
E14001401,24.3,39.4,86.8,73.8,26.0,44.2,38.3,74.0,55.8,2.2,,,2.4,,%
E14001402,25.6,28.5,76.5,31.1,17.5,,37.8,82.5,100.0,10.0,,,10.5,,%
E14001403,31.8,27.4,67.2,39.8,12.8,,41.9,87.2,100.0,4.4,,,4.5,,%
E14001404,27.2,37.5,35.7,33.9,17.9,47.9,100.0,82.1,68.0,3.4,,,3.5,,%
E14001405,28.4,50.8,68.0,60.6,26.7,,46.7,73.3,100.0,6.5,,,7.2,,%
E14001406,47.0,36.4,93.5,51.8,26.6,59.7,42.6,73.4,100.0,7.4,,44.4,7.6,,%
E14001407,16.3,28.4,24.3,23.4,15.1,28.9,75.7,84.9,76.9,5.3,,,5.0,,%
E14001408,22.1,32.3,43.7,31.5,19.3,,45.3,80.7,100.0,4.5,100.0,50.4,4.8,,%
E14001409,23.3,34.2,72.6,51.8,15.3,50.6,51.4,84.7,49.4,7.7,,,8.1,,%
E14001410,49.1,37.5,64.2,61.1,30.8,59.2,35.8,69.2,40.8,3.8,,27.5,4.0,,%
E14001411,22.0,38.4,49.3,51.0,24.3,51.8,24.8,75.7,48.2,8.9,,30.9,9.0,34.5,%
E14001412,38.3,45.1,76.8,73.2,33.6,71.4,23.2,66.4,28.6,7.3,63.2,30.3,7.7,42.8,%
E14001413,14.6,34.0,39.3,29.1,18.0,35.6,60.7,82.0,76.3,4.1,,,4.2,,%
E14001414,29.9,32.7,47.9,32.9,19.3,12.8,52.1,80.7,82.3,7.7,,,8.1,,%
E14001415,16.4,34.2,25.7,11.5,14.5,25.3,74.3,85.5,100.0,2.8,40.6,12.7,2.8,,%
E14001416,27.7,38.5,53.4,50.9,25.4,48.5,46.6,74.6,51.5,2.9,,,2.9,,%
E14001417,30.5,36.6,59.9,57.9,17.4,,38.0,82.6,100.0,2.7,,,2.9,,%
E14001418,39.9,46.3,73.5,54.9,22.5,44.6,26.5,77.5,73.8,2.0,31.4,12.3,2.1,,%
E14001419,71.6,31.1,100.0,72.8,21.8,59.6,22.7,78.2,48.9,5.4,,,3.8,,%
E14001420,67.4,20.8,27.1,18.0,5.1,41.0,100.0,94.9,80.7,8.0,40.6,22.4,8.5,,%
E14001421,46.3,29.0,61.8,68.9,24.2,68.8,49.8,75.8,43.5,5.7,,,5.8,,%
E14001422,47.6,51.2,92.4,67.3,40.0,51.2,38.2,60.0,60.0,11.5,,,8.7,,%
E14001423,21.3,36.0,80.2,26.5,18.5,,38.7,81.5,100.0,6.3,,25.7,6.4,,%
E14001424,8.8,37.9,31.2,30.4,14.3,41.2,65.4,85.7,71.8,2.4,,,2.5,,%
E14001425,24.7,39.9,45.6,48.1,23.4,49.0,54.4,76.6,51.0,7.3,,32.6,7.6,,%
E14001426,21.0,39.2,53.1,29.4,20.0,27.8,46.9,80.0,92.8,3.7,,,3.8,,%
E14001427,19.7,38.2,46.6,41.5,29.4,38.2,53.4,70.6,61.8,4.1,,21.0,4.2,,%
E14001428,22.6,35.9,36.3,19.7,16.6,,63.7,83.4,100.0,3.4,,24.9,3.5,25.0,%
E14001429,31.1,38.7,49.9,36.3,18.0,24.5,50.1,82.0,78.9,1.4,,18.1,1.5,22.6,%
E14001430,37.3,27.7,100.0,64.3,18.9,34.9,,81.1,58.1,7.3,,,7.4,,%
E14001431,18.9,36.1,46.7,29.3,16.4,17.0,53.3,83.6,100.0,5.6,54.4,17.1,5.5,,%
E14001432,36.3,31.2,44.7,39.8,16.8,32.5,55.3,83.2,64.8,4.4,66.2,14.8,3.6,17.3,%
E14001433,25.5,32.3,77.7,24.0,21.1,27.8,,78.9,100.0,3.8,,,3.9,,%
E14001434,60.4,26.2,100.0,57.4,20.9,25.4,34.4,79.1,76.1,4.3,,,4.3,,%
E14001435,48.2,48.9,100.0,100.0,43.2,100.0,80.4,56.8,39.4,8.2,,,8.8,,%
E14001436,26.5,45.9,100.0,45.3,26.3,23.6,36.5,73.7,84.1,5.2,,,5.5,,%
E14001437,46.7,38.6,57.8,49.5,19.2,34.3,75.6,80.8,61.4,2.7,,,2.9,,%
E14001438,22.1,16.7,63.8,28.4,9.4,15.3,36.2,90.6,84.7,2.6,,15.4,2.7,,%
E14001439,22.3,30.6,47.6,42.4,11.4,,66.6,88.6,100.0,3.3,37.9,17.3,3.1,18.0,%
E14001440,13.6,46.2,62.3,42.5,26.4,29.0,37.7,73.6,71.0,6.9,,25.4,7.1,,%
E14001441,26.6,31.1,83.6,33.3,16.3,,32.8,83.7,85.4,4.6,,,4.7,,%
E14001442,12.0,31.6,50.3,35.1,8.8,48.5,52.2,91.2,100.0,,,,,,%
E14001443,13.0,40.4,39.6,30.1,24.3,46.2,70.5,75.7,100.0,2.7,76.6,40.0,2.8,,%
E14001444,13.0,40.1,53.1,33.5,22.5,50.9,46.9,77.5,64.4,7.4,,,6.6,,%
E14001445,47.9,31.1,89.2,62.2,21.3,25.2,39.6,78.7,61.7,4.7,,,4.9,,%
E14001446,25.0,36.1,69.8,36.6,21.7,36.7,11.0,78.3,80.3,5.5,35.2,14.2,5.7,29.7,%
E14001447,36.4,27.1,74.2,26.1,14.0,30.2,30.3,86.0,92.3,4.9,,18.1,4.8,,%
E14001448,25.7,31.6,88.3,57.6,19.5,,37.8,80.5,86.2,3.2,,17.7,3.3,,%
E14001449,26.5,41.2,66.7,52.2,14.2,44.2,36.4,85.8,55.8,3.3,,,3.4,,%
E14001450,21.8,42.1,80.1,48.8,27.8,40.6,19.9,72.2,73.7,1.9,,28.0,1.9,,%
E14001451,22.7,38.9,67.7,44.7,21.0,31.1,32.3,79.0,78.0,3.6,67.6,18.3,3.8,,%
E14001452,23.8,52.3,91.5,38.6,37.5,32.9,46.9,62.5,84.1,7.8,,,7.9,,%
E14001453,43.0,33.0,80.2,61.6,17.5,26.8,36.0,82.5,100.0,3.0,,12.9,3.2,,%
E14001454,41.4,25.9,58.8,47.0,12.9,,55.7,87.1,100.0,4.1,,47.1,4.2,,%
E14001455,17.8,43.7,74.1,59.0,27.7,45.6,25.9,72.3,54.4,8.2,23.5,31.6,8.2,14.8,%
E14001456,29.3,32.3,60.2,49.1,17.7,34.5,40.0,82.3,87.8,4.8,,,5.1,,%
E14001457,28.4,35.5,53.4,31.8,19.3,42.6,46.6,80.7,82.9,2.7,,38.5,2.8,46.4,%
E14001458,17.5,37.2,66.5,21.9,18.6,13.6,33.5,81.4,89.8,7.9,,16.0,8.8,,%
E14001459,25.7,29.6,67.3,24.7,17.2,20.5,,82.8,79.5,6.1,,20.7,6.2,,%
E14001460,28.3,33.3,50.9,30.4,18.3,,49.1,81.7,75.5,3.3,,29.7,3.5,30.7,%
E14001461,22.2,43.9,58.5,38.9,23.5,48.3,40.6,76.5,77.3,3.9,,22.9,4.3,,%
E14001462,35.4,40.9,58.3,44.1,23.2,,41.7,76.8,80.6,3.3,,11.3,3.3,38.1,%
E14001463,37.7,47.8,54.9,47.0,19.2,22.7,45.1,80.8,65.9,3.4,,,3.5,,%
E14001464,29.7,45.8,74.0,46.1,18.0,,43.8,82.0,100.0,4.4,,,,,%
E14001465,42.4,42.9,87.3,44.0,22.7,26.1,,77.3,100.0,5.1,,,5.1,,%
E14001466,40.8,39.0,64.0,50.4,31.4,43.2,33.9,68.6,56.8,2.9,,35.7,3.0,,%
E14001467,53.0,38.6,,77.6,27.9,46.6,,72.1,84.2,7.9,,20.5,8.1,,%
E14001468,36.9,34.5,56.5,50.7,20.3,37.1,43.5,79.7,100.0,3.8,,15.9,4.0,,%
E14001469,15.4,32.8,32.3,26.2,22.7,,73.4,77.3,78.8,5.7,,29.4,5.9,,%
E14001470,19.7,45.8,92.5,44.3,32.4,,40.4,67.6,100.0,4.7,,,4.8,,%
E14001471,11.7,28.1,28.1,14.0,19.0,,71.9,81.0,100.0,2.5,,,2.4,,%
E14001472,14.7,47.2,68.9,70.2,25.4,,34.2,74.6,72.7,8.2,,,8.6,,%
E14001473,39.5,32.6,40.0,36.4,14.6,,60.0,85.4,77.8,5.2,28.1,38.4,5.4,,%
E14001474,47.2,28.7,54.2,32.9,9.2,,95.0,90.8,100.0,5.4,,34.3,5.6,,%
E14001475,35.7,39.6,79.7,35.0,22.6,31.5,50.8,77.4,91.1,,,,,,%
E14001476,29.7,36.9,82.3,59.8,15.2,35.6,43.8,84.8,100.0,4.0,,,4.2,,%
E14001477,39.1,31.0,62.5,49.1,20.1,40.1,37.5,79.9,59.9,5.9,56.3,42.2,6.0,16.0,%
E14001478,25.1,33.9,70.8,21.1,19.5,,58.3,80.5,91.7,5.8,,,6.1,,%
E14001479,27.6,41.5,58.6,37.4,18.8,28.0,41.4,81.2,72.0,3.4,49.2,18.5,3.5,,%
E14001480,33.0,33.4,27.0,46.5,18.3,25.1,73.0,81.7,41.9,9.9,,33.8,10.2,25.3,%
E14001481,51.0,35.2,66.8,52.3,21.7,33.8,33.2,78.3,79.9,5.0,,19.5,5.4,,%
E14001482,27.8,36.3,22.5,19.5,17.7,38.4,77.5,82.3,83.5,2.2,,,2.3,,%
E14001483,28.0,35.1,58.7,36.6,19.1,24.6,41.3,80.9,75.5,6.9,,21.7,7.2,,%
E14001484,20.5,45.6,79.4,38.9,19.7,50.8,20.6,80.3,92.9,5.9,,,6.3,,%
E14001485,9.1,41.3,37.2,18.9,24.3,63.2,62.8,75.7,100.0,2.3,,,3.1,,%
E14001486,12.4,43.0,50.0,21.7,25.7,,82.1,74.3,76.6,3.8,62.4,22.5,4.2,,%
E14001487,43.8,40.1,77.8,42.1,19.6,,79.1,80.4,100.0,6.5,,,6.9,,%
E14001488,39.1,24.8,43.1,28.3,11.7,,56.9,88.3,88.5,4.2,,45.2,3.8,58.1,%
E14001489,35.2,43.3,46.8,32.3,24.7,,53.2,75.3,75.9,4.7,,32.9,4.9,,%
E14001490,24.2,36.0,30.2,18.7,13.0,37.5,68.7,87.0,100.0,5.0,,,5.3,,%
E14001491,32.9,28.4,65.7,40.8,17.9,,68.6,82.1,82.2,4.8,,,4.9,,%
E14001492,21.4,48.7,45.2,43.0,31.7,41.1,54.8,68.3,58.9,6.7,31.9,20.6,6.9,24.5,%
E14001493,23.1,42.4,39.1,20.2,19.8,,76.4,80.2,100.0,5.0,,,4.7,,%
E14001494,21.1,45.2,70.9,41.8,24.4,,40.6,75.6,100.0,5.9,,,6.3,,%
E14001495,22.4,46.8,48.0,56.2,19.6,,52.0,80.4,74.5,2.7,66.4,32.0,3.0,,%
E14001496,37.6,40.3,74.7,40.8,24.2,27.3,27.7,75.8,80.7,6.0,,,6.3,,%
E14001497,30.1,27.5,72.6,56.0,5.9,,29.2,94.1,100.0,5.7,,,6.2,,%
E14001498,18.9,37.7,37.1,11.6,15.6,,72.8,84.4,100.0,2.9,,,3.0,,%
E14001499,14.8,38.4,82.1,35.0,19.8,20.7,54.7,80.2,79.3,5.1,,,4.8,,%
E14001500,29.1,32.9,41.5,38.6,23.0,36.6,58.5,77.0,63.4,3.3,42.4,19.3,3.3,,%
E14001501,26.6,34.7,53.7,31.9,13.5,17.5,46.3,86.5,82.5,2.4,35.9,17.2,1.7,,%
E14001502,26.7,40.9,79.4,49.2,24.2,39.2,20.6,75.8,60.8,4.4,,10.2,4.2,,%
E14001503,14.1,40.3,82.6,59.3,32.2,31.0,56.8,67.8,86.2,6.0,,24.5,6.1,22.5,%
E14001504,32.4,37.5,46.1,29.6,11.5,,62.5,88.5,80.6,4.5,,,4.9,,%
E14001505,40.9,36.1,67.2,42.7,21.0,37.1,32.8,79.0,68.8,3.2,,,3.3,,%
E14001506,11.6,47.8,39.2,18.4,30.3,,75.4,69.7,85.1,4.7,,,4.9,,%
E14001507,14.6,28.3,54.8,40.3,14.7,48.2,,85.3,51.8,2.9,,,2.5,,%
E14001508,12.8,35.6,31.1,31.1,18.5,29.6,76.6,81.5,100.0,3.1,,21.3,3.3,,%
E14001509,21.5,43.7,44.5,40.2,18.5,50.6,86.7,81.5,42.1,2.7,,16.7,3.7,,%
E14001510,14.2,40.3,62.5,33.8,27.4,34.9,37.5,72.6,92.0,4.1,51.4,15.4,4.2,,%
E14001511,27.3,44.2,54.5,30.1,22.1,,55.8,77.9,79.9,6.7,,,7.0,,%
E14001512,31.9,19.6,25.8,17.5,9.5,44.0,74.0,90.5,86.4,5.9,,,6.1,,%
E14001513,27.9,32.9,62.1,49.2,11.5,,46.5,88.5,100.0,4.9,,,5.3,,%
E14001514,24.1,42.0,48.7,32.8,27.0,,51.3,73.0,100.0,4.9,,,5.0,,%
E14001515,19.3,41.6,57.4,49.8,19.8,26.9,40.5,80.2,100.0,3.2,,,2.5,,%
E14001516,23.2,28.9,53.9,75.0,15.3,,50.8,84.7,82.1,3.6,,23.1,3.8,27.0,%
E14001517,6.6,40.6,23.5,41.9,26.7,22.6,76.5,73.3,57.7,10.3,59.4,59.1,9.9,26.7,%
E14001518,23.7,45.9,66.7,56.3,32.3,45.2,33.3,67.7,54.8,6.5,35.0,13.7,6.5,26.7,%
E14001519,31.5,39.2,90.1,33.1,18.0,35.9,29.4,82.0,100.0,2.0,,16.4,2.1,22.8,%
E14001520,31.8,39.3,65.9,34.1,22.9,42.7,34.1,77.1,92.3,3.8,22.8,12.4,3.6,,%
